Packaging Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
04/11/2017 02:32:04,Assigned,102170042377,,024170134836,00000000000917993141,0503448588,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:04,Assigned,102170042377,,024170134836,00000000000917993141,0503448589,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:04,Assigned,102170042377,,024170134836,00000000000917993141,0503448591,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:04,Assigned,102170042377,,024170134836,00000000000917993141,0503448601,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:04,Assigned,102170042377,,024170134836,00000000000917993141,0503448602,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:04,Assigned,102170042377,,024170134836,00000000000917993141,0503448678,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:16,Assigned,102170042377,,024170134705,00000000000917990561,0503433807,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:16,Assigned,102170042377,,024170134705,00000000000917990561,0503448191,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:16,Assigned,102170042377,,024170134705,00000000000917990561,0503448302,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:16,Assigned,102170042377,,024170134705,00000000000917990561,0503448304,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:16,Assigned,102170042377,,024170134705,00000000000917990561,0503448305,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:16,Assigned,102170042377,,024170134705,00000000000917990561,0503448306,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:16,Assigned,102170042377,,024170134705,00000000000917990561,0503448325,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:16,Assigned,102170042377,,024170134705,00000000000917990561,0503448563,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:34,Assigned,102170042377,,024170134774,00000000000917992133,0503448095,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:34,Assigned,102170042377,,024170134774,00000000000917992133,0503448097,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:34,Assigned,102170042377,,024170134774,00000000000917992133,0503448100,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:34,Assigned,102170042377,,024170134774,00000000000917992133,0503448101,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:34,Assigned,102170042377,,024170134774,00000000000917992133,0503448106,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:34,Assigned,102170042377,,024170134774,00000000000917992133,0503448116,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:34,Assigned,102170042377,,024170134774,00000000000917992133,0503448128,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:34,Assigned,102170042377,,024170134774,00000000000917992133,0503448244,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:49,Assigned,102170042377,,024170134824,00000000000917992972,0503448112,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:49,Assigned,102170042377,,024170134824,00000000000917992972,0503448113,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:49,Assigned,102170042377,,024170134824,00000000000917992972,0503448114,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:49,Assigned,102170042377,,024170134824,00000000000917992972,0503448115,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:49,Assigned,102170042377,,024170134824,00000000000917992972,0503448118,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:49,Assigned,102170042377,,024170134824,00000000000917992972,0503448124,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:49,Assigned,102170042377,,024170134824,00000000000917992972,0503448125,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:32:49,Assigned,102170042377,,024170134824,00000000000917992972,0503448539,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:04,Assigned,102170042377,,024170134833,00000000000917993135,0503448360,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:04,Assigned,102170042377,,024170134833,00000000000917993135,0503448381,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:04,Assigned,102170042377,,024170134833,00000000000917993135,0503448623,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:04,Assigned,102170042377,,024170134833,00000000000917993135,0503448625,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:04,Assigned,102170042377,,024170134833,00000000000917993135,0503448626,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:04,Assigned,102170042377,,024170134833,00000000000917993135,0503448628,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:04,Assigned,102170042377,,024170134833,00000000000917993135,0503448633,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:04,Assigned,102170042377,,024170134833,00000000000917993135,0503448634,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:17,Assigned,102170042377,,024170134847,00000000000917993201,0503448490,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:17,Assigned,102170042377,,024170134847,00000000000917993201,0503448515,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:17,Assigned,102170042377,,024170134847,00000000000917993201,0503448532,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:17,Assigned,102170042377,,024170134847,00000000000917993201,0503448533,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:17,Assigned,102170042377,,024170134847,00000000000917993201,0503448534,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:17,Assigned,102170042377,,024170134847,00000000000917993201,0503448536,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:17,Assigned,102170042377,,024170134847,00000000000917993201,0503448537,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:17,Assigned,102170042377,,024170134847,00000000000917993201,0503448620,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:24,Assigned,102170042377,,024170134703,00000000000917990553,0503433521,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:24,Assigned,102170042377,,024170134703,00000000000917990553,0503433623,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:24,Assigned,102170042377,,024170134703,00000000000917990553,0503433806,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:24,Assigned,102170042377,,024170134703,00000000000917990553,0503433811,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:24,Assigned,102170042377,,024170134703,00000000000917990553,0503433896,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:24,Assigned,102170042377,,024170134703,00000000000917990553,0503448122,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:24,Assigned,102170042377,,024170134703,00000000000917990553,0503448330,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:24,Assigned,102170042377,,024170134703,00000000000917990553,0503448564,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:30,Assigned,102170042377,,024170134773,00000000000917991759,0503390873,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:30,Assigned,102170042377,,024170134773,00000000000917991759,0503448232,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:30,Assigned,102170042377,,024170134773,00000000000917991759,0503448248,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:30,Assigned,102170042377,,024170134773,00000000000917991759,0503448249,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:30,Assigned,102170042377,,024170134773,00000000000917991759,0503448264,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:30,Assigned,102170042377,,024170134773,00000000000917991759,0503448267,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:30,Assigned,102170042377,,024170134773,00000000000917991759,0503448343,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:30,Assigned,102170042377,,024170134773,00000000000917991759,0503448369,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:38,Assigned,102170042377,,024170134827,00000000000917992975,0503448376,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:38,Assigned,102170042377,,024170134827,00000000000917992975,0503448384,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:38,Assigned,102170042377,,024170134827,00000000000917992975,0503448389,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:38,Assigned,102170042377,,024170134827,00000000000917992975,0503448640,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:38,Assigned,102170042377,,024170134827,00000000000917992975,0503448641,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:38,Assigned,102170042377,,024170134827,00000000000917992975,0503448643,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:38,Assigned,102170042377,,024170134827,00000000000917992975,0503448647,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:38,Assigned,102170042377,,024170134827,00000000000917992975,0503448648,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:47,Assigned,102170042377,,024170134830,00000000000917992978,0503448363,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:47,Assigned,102170042377,,024170134830,00000000000917992978,0503448388,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:47,Assigned,102170042377,,024170134830,00000000000917992978,0503448390,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:47,Assigned,102170042377,,024170134830,00000000000917992978,0503448631,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:47,Assigned,102170042377,,024170134830,00000000000917992978,0503448636,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:47,Assigned,102170042377,,024170134830,00000000000917992978,0503448637,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:47,Assigned,102170042377,,024170134830,00000000000917992978,0503448639,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:47,Assigned,102170042377,,024170134830,00000000000917992978,0503448649,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:55,Assigned,102170042377,,024170134842,00000000000917993149,0503448526,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:55,Assigned,102170042377,,024170134842,00000000000917993149,0503448529,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:55,Assigned,102170042377,,024170134842,00000000000917993149,0503448545,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:55,Assigned,102170042377,,024170134842,00000000000917993149,0503448670,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:55,Assigned,102170042377,,024170134842,00000000000917993149,0503448671,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:55,Assigned,102170042377,,024170134842,00000000000917993149,0503448672,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:55,Assigned,102170042377,,024170134842,00000000000917993149,0503448673,0261S19174,0000,570,Currently boxed,Valid
04/11/2017 02:33:55,Assigned,102170042377,,024170134842,00000000000917993149,0503448677,0261S19174,0000,570,Currently boxed,Valid
