Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730753,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730754,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730755,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730756,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730757,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730758,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730759,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730760,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730761,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730762,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730763,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730764,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730765,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730766,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730767,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730768,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730769,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730770,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730771,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730772,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730773,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730774,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730775,0261S19174,0,570,Currently boxed,Valid
27/09/2017 11:54:24,Assigned,,,112170093028,,1502730776,0261S19174,0,570,Currently boxed,Valid
