Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Packaging Date
102170037024,,012170117769,00000000000917717870,0602490347,0261S19333,0001,570,26/09/2017 17:17:18
102170037024,,012170117769,00000000000917717870,0602490353,0261S19333,0001,570,26/09/2017 17:17:18
102170037024,,012170117769,00000000000917717870,0602490374,0261S19333,0001,570,26/09/2017 17:17:18
102170037024,,012170117769,00000000000917717870,0602490393,0261S19333,0001,570,26/09/2017 17:17:18
102170037024,,012170117771,00000000000917717873,0602487209,0261S19333,0001,570,26/09/2017 17:15:20
102170037024,,012170117771,00000000000917717873,0602487213,0261S19333,0001,570,26/09/2017 17:15:20
102170037024,,012170117771,00000000000917717873,0602490331,0261S19333,0001,570,26/09/2017 17:15:20
102170037024,,012170117771,00000000000917717873,0602490346,0261S19333,0001,570,26/09/2017 17:15:20
102170037024,,012170117771,00000000000917717873,0602490355,0261S19333,0001,570,26/09/2017 17:15:20
102170037024,,012170117771,00000000000917717873,0602490369,0261S19333,0001,570,26/09/2017 17:15:20
102170037024,,012170117771,00000000000917717873,0602490376,0261S19333,0001,570,26/09/2017 17:15:20
102170037024,,012170117771,00000000000917717873,0602490438,0261S19333,0001,570,26/09/2017 17:15:20
102170037024,,012170117773,00000000000917717874,0602486970,0261S19333,0001,570,26/09/2017 17:13:59
102170037024,,012170117773,00000000000917717874,0602486971,0261S19333,0001,570,26/09/2017 17:13:59
102170037024,,012170117773,00000000000917717874,0602487015,0261S19333,0001,570,26/09/2017 17:13:59
102170037024,,012170117773,00000000000917717874,0602487031,0261S19333,0001,570,26/09/2017 17:13:59
102170037024,,012170117773,00000000000917717874,0602487125,0261S19333,0001,570,26/09/2017 17:13:59
102170037024,,012170117773,00000000000917717874,0602487230,0261S19333,0001,570,26/09/2017 17:13:59
102170037024,,012170117773,00000000000917717874,0602487290,0261S19333,0001,570,26/09/2017 17:13:59
102170037024,,012170117773,00000000000917717874,0602487386,0261S19333,0001,570,26/09/2017 17:13:59
102170037024,,012170117774,00000000000917717876,0602487013,0261S19333,0001,570,26/09/2017 17:16:15
102170037024,,012170117774,00000000000917717876,0602487216,0261S19333,0001,570,26/09/2017 17:16:15
102170037024,,012170117774,00000000000917717876,0602487235,0261S19333,0001,570,26/09/2017 17:16:15
102170037024,,012170117774,00000000000917717876,0602487381,0261S19333,0001,570,26/09/2017 17:16:15
102170037024,,012170117774,00000000000917717876,0602487384,0261S19333,0001,570,26/09/2017 17:16:15
102170037024,,012170117774,00000000000917717876,0602487385,0261S19333,0001,570,26/09/2017 17:16:15
102170037024,,012170117774,00000000000917717876,0602487387,0261S19333,0001,570,26/09/2017 17:16:15
102170037024,,012170117774,00000000000917717876,0602487392,0261S19333,0001,570,26/09/2017 17:16:15
102170037024,,012170117778,00000000000917717877,0602479843,0261S19333,0001,570,26/09/2017 17:14:39
102170037024,,012170117778,00000000000917717877,0602487020,0261S19333,0001,570,26/09/2017 17:14:39
102170037024,,012170117778,00000000000917717877,0602487027,0261S19333,0001,570,26/09/2017 17:14:39
102170037024,,012170117778,00000000000917717877,0602487221,0261S19333,0001,570,26/09/2017 17:14:39
102170037024,,012170117778,00000000000917717877,0602487224,0261S19333,0001,570,26/09/2017 17:14:39
102170037024,,012170117778,00000000000917717877,0602487229,0261S19333,0001,570,26/09/2017 17:14:39
102170037024,,012170117778,00000000000917717877,0602487242,0261S19333,0001,570,26/09/2017 17:14:39
102170037024,,012170117778,00000000000917717877,0602487243,0261S19333,0001,570,26/09/2017 17:14:39
102170037024,,012170117920,00000000000917719354,0602486973,0261S19333,0001,570,26/09/2017 17:13:36
102170037024,,012170117920,00000000000917719354,0602486984,0261S19333,0001,570,26/09/2017 17:13:36
102170037024,,012170117920,00000000000917719354,0602486987,0261S19333,0001,570,26/09/2017 17:13:36
102170037024,,012170117920,00000000000917719354,0602486989,0261S19333,0001,570,26/09/2017 17:13:36
102170037024,,012170117920,00000000000917719354,0602486991,0261S19333,0001,570,26/09/2017 17:13:36
102170037024,,012170117920,00000000000917719354,0602487196,0261S19333,0001,570,26/09/2017 17:13:36
102170037024,,012170117920,00000000000917719354,0602487210,0261S19333,0001,570,26/09/2017 17:13:36
102170037024,,012170117920,00000000000917719354,0602490172,0261S19333,0001,570,26/09/2017 17:13:36
102170037024,,012170117921,00000000000917719388,0602487142,0261S19333,0001,570,26/09/2017 17:17:10
102170037024,,012170117921,00000000000917719388,0602487154,0261S19333,0001,570,26/09/2017 17:17:10
102170037024,,012170117921,00000000000917719388,0602487155,0261S19333,0001,570,26/09/2017 17:17:10
102170037024,,012170117921,00000000000917719388,0602487218,0261S19333,0001,570,26/09/2017 17:17:10
102170037024,,012170117921,00000000000917719388,0602487219,0261S19333,0001,570,26/09/2017 17:17:10
102170037024,,012170117921,00000000000917719388,0602490169,0261S19333,0001,570,26/09/2017 17:17:10
102170037024,,012170117921,00000000000917719388,0602490195,0261S19333,0001,570,26/09/2017 17:17:10
102170037024,,012170117921,00000000000917719388,0602490349,0261S19333,0001,570,26/09/2017 17:17:10
102170037024,,012170117923,00000000000917719391,0602486986,0261S19333,0001,570,26/09/2017 17:15:07
102170037024,,012170117923,00000000000917719391,0602487204,0261S19333,0001,570,26/09/2017 17:15:07
102170037024,,012170117923,00000000000917719391,0602487212,0261S19333,0001,570,26/09/2017 17:15:07
102170037024,,012170117923,00000000000917719391,0602490166,0261S19333,0001,570,26/09/2017 17:15:07
102170037024,,012170117923,00000000000917719391,0602490167,0261S19333,0001,570,26/09/2017 17:15:07
102170037024,,012170117923,00000000000917719391,0602490173,0261S19333,0001,570,26/09/2017 17:15:07
102170037024,,012170117923,00000000000917719391,0602490194,0261S19333,0001,570,26/09/2017 17:15:07
102170037024,,012170117923,00000000000917719391,0602490196,0261S19333,0001,570,26/09/2017 17:15:07
102170037024,,012170117924,00000000000917719393,0602486975,0261S19333,0001,570,26/09/2017 17:13:48
102170037024,,012170117924,00000000000917719393,0602486978,0261S19333,0001,570,26/09/2017 17:13:48
102170037024,,012170117924,00000000000917719393,0602486979,0261S19333,0001,570,26/09/2017 17:13:48
102170037024,,012170117924,00000000000917719393,0602486985,0261S19333,0001,570,26/09/2017 17:13:48
102170037024,,012170117924,00000000000917719393,0602486988,0261S19333,0001,570,26/09/2017 17:13:48
102170037024,,012170117924,00000000000917719393,0602486994,0261S19333,0001,570,26/09/2017 17:13:48
102170037024,,012170117924,00000000000917719393,0602487156,0261S19333,0001,570,26/09/2017 17:13:48
102170037024,,012170117924,00000000000917719393,0602487211,0261S19333,0001,570,26/09/2017 17:13:48
102170037024,,012170117926,00000000000917719394,0602486974,0261S19333,0001,570,26/09/2017 17:16:03
102170037024,,012170117926,00000000000917719394,0602486977,0261S19333,0001,570,26/09/2017 17:16:03
102170037024,,012170117926,00000000000917719394,0602486980,0261S19333,0001,570,26/09/2017 17:16:03
102170037024,,012170117926,00000000000917719394,0602486990,0261S19333,0001,570,26/09/2017 17:16:03
102170037024,,012170117926,00000000000917719394,0602487167,0261S19333,0001,570,26/09/2017 17:16:03
102170037024,,012170117926,00000000000917719394,0602487173,0261S19333,0001,570,26/09/2017 17:16:03
102170037024,,012170117926,00000000000917719394,0602487197,0261S19333,0001,570,26/09/2017 17:16:03
102170037024,,012170117926,00000000000917719394,0602487207,0261S19333,0001,570,26/09/2017 17:16:03
102170037024,,012170117927,00000000000917720177,0602486972,0261S19333,0001,570,26/09/2017 17:17:25
102170037024,,012170117927,00000000000917720177,0602486976,0261S19333,0001,570,26/09/2017 17:17:25
102170037024,,012170117927,00000000000917720177,0602486995,0261S19333,0001,570,26/09/2017 17:17:25
102170037024,,012170117927,00000000000917720177,0602487153,0261S19333,0001,570,26/09/2017 17:17:25
102170037024,,012170117927,00000000000917720177,0602487205,0261S19333,0001,570,26/09/2017 17:17:25
102170037024,,012170117927,00000000000917720177,0602490384,0261S19333,0001,570,26/09/2017 17:17:25
102170037024,,012170117927,00000000000917720177,0602490389,0261S19333,0001,570,26/09/2017 17:17:25
102170037024,,012170117927,00000000000917720177,0602490407,0261S19333,0001,570,26/09/2017 17:17:25
102170037024,,012170117932,00000000000917720179,0602487148,0261S19333,0001,570,26/09/2017 17:16:35
102170037024,,012170117932,00000000000917720179,0602487149,0261S19333,0001,570,26/09/2017 17:16:35
102170037024,,012170117932,00000000000917720179,0602487152,0261S19333,0001,570,26/09/2017 17:16:35
102170037024,,012170117932,00000000000917720179,0602487175,0261S19333,0001,570,26/09/2017 17:16:35
102170037024,,012170117932,00000000000917720179,0602487183,0261S19333,0001,570,26/09/2017 17:16:35
102170037024,,012170117932,00000000000917720179,0602490406,0261S19333,0001,570,26/09/2017 17:16:35
102170037024,,012170117932,00000000000917720179,0602490424,0261S19333,0001,570,26/09/2017 17:16:35
102170037024,,012170117932,00000000000917720179,0602490425,0261S19333,0001,570,26/09/2017 17:16:35
102170037024,,012170117935,00000000000917720181,0602487178,0261S19333,0001,570,26/09/2017 17:15:40
102170037024,,012170117935,00000000000917720181,0602487179,0261S19333,0001,570,26/09/2017 17:15:40
102170037024,,012170117935,00000000000917720181,0602487182,0261S19333,0001,570,26/09/2017 17:15:40
102170037024,,012170117935,00000000000917720181,0602487200,0261S19333,0001,570,26/09/2017 17:15:40
102170037024,,012170117935,00000000000917720181,0602487201,0261S19333,0001,570,26/09/2017 17:15:40
102170037024,,012170117935,00000000000917720181,0602487214,0261S19333,0001,570,26/09/2017 17:15:40
102170037024,,012170117935,00000000000917720181,0602487215,0261S19333,0001,570,26/09/2017 17:15:40
102170037024,,012170117935,00000000000917720181,0602490419,0261S19333,0001,570,26/09/2017 17:15:40
102170037024,,012170117937,00000000000917720188,0602487166,0261S19333,0001,570,26/09/2017 17:17:41
102170037024,,012170117937,00000000000917720188,0602487168,0261S19333,0001,570,26/09/2017 17:17:41
102170037024,,012170117937,00000000000917720188,0602487169,0261S19333,0001,570,26/09/2017 17:17:41
102170037024,,012170117937,00000000000917720188,0602487171,0261S19333,0001,570,26/09/2017 17:17:41
102170037024,,012170117937,00000000000917720188,0602487174,0261S19333,0001,570,26/09/2017 17:17:41
102170037024,,012170117937,00000000000917720188,0602487206,0261S19333,0001,570,26/09/2017 17:17:41
102170037024,,012170117937,00000000000917720188,0602490182,0261S19333,0001,570,26/09/2017 17:17:41
102170037024,,012170117937,00000000000917720188,0602490366,0261S19333,0001,570,26/09/2017 17:17:41
102170037024,,012170117938,00000000000917720189,0602479842,0261S19333,0001,570,26/09/2017 17:16:48
102170037024,,012170117938,00000000000917720189,0602487025,0261S19333,0001,570,26/09/2017 17:16:48
102170037024,,012170117938,00000000000917720189,0602490199,0261S19333,0001,570,26/09/2017 17:16:48
102170037024,,012170117938,00000000000917720189,0602490314,0261S19333,0001,570,26/09/2017 17:16:48
102170037024,,012170117938,00000000000917720189,0602490329,0261S19333,0001,570,26/09/2017 17:16:48
102170037024,,012170117938,00000000000917720189,0602490333,0261S19333,0001,570,26/09/2017 17:16:48
102170037024,,012170117938,00000000000917720189,0602490360,0261S19333,0001,570,26/09/2017 17:16:48
102170037024,,012170117938,00000000000917720189,0602490361,0261S19333,0001,570,26/09/2017 17:16:48
102170037024,,012170117939,00000000000917720191,0602480038,0261S19333,0001,570,26/09/2017 17:16:59
102170037024,,012170117939,00000000000917720191,0602480100,0261S19333,0001,570,26/09/2017 17:16:59
102170037024,,012170117939,00000000000917720191,0602487228,0261S19333,0001,570,26/09/2017 17:16:59
102170037024,,012170117939,00000000000917720191,0602487238,0261S19333,0001,570,26/09/2017 17:16:59
102170037024,,012170117939,00000000000917720191,0602490200,0261S19333,0001,570,26/09/2017 17:16:59
102170037024,,012170117939,00000000000917720191,0602490201,0261S19333,0001,570,26/09/2017 17:16:59
102170037024,,012170117939,00000000000917720191,0602490315,0261S19333,0001,570,26/09/2017 17:16:59
102170037024,,012170117939,00000000000917720191,0602490350,0261S19333,0001,570,26/09/2017 17:16:59
102170037024,,012170117942,00000000000917720192,0602487145,0261S19333,0001,570,26/09/2017 17:15:49
102170037024,,012170117942,00000000000917720192,0602487162,0261S19333,0001,570,26/09/2017 17:15:49
102170037024,,012170117942,00000000000917720192,0602487163,0261S19333,0001,570,26/09/2017 17:15:49
102170037024,,012170117942,00000000000917720192,0602487225,0261S19333,0001,570,26/09/2017 17:15:49
102170037024,,012170117942,00000000000917720192,0602487409,0261S19333,0001,570,26/09/2017 17:15:49
102170037024,,012170117942,00000000000917720192,0602490198,0261S19333,0001,570,26/09/2017 17:15:49
102170037024,,012170117942,00000000000917720192,0602490207,0261S19333,0001,570,26/09/2017 17:15:49
102170037024,,012170117942,00000000000917720192,0602490382,0261S19333,0001,570,26/09/2017 17:15:49
