Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730753,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730754,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730755,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730756,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730757,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730758,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730759,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730760,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730761,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730762,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730763,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730764,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730765,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730766,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730767,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730768,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730769,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730770,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730771,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730772,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730773,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730774,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730775,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730776,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730777,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730778,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730779,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730780,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730781,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730782,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730783,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730784,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730785,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730786,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730787,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730788,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730789,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730790,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730791,0261S19174,0,570,Currently boxed,Valid
4/10/2017 11:54,Assigned,112170093029,,5.1217E+11,,4502730792,0261S19174,0,570,Currently boxed,Valid
