Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730753,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730754,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730755,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730756,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730757,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730758,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730759,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730760,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730761,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730762,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730763,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730764,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730765,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730766,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730767,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730768,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730769,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730770,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730771,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730772,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730773,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730774,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730775,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730776,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730777,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730778,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730779,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730780,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730781,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730782,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730783,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730784,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730785,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730786,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730787,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730788,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730789,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730790,0261S19174,0,570,Currently boxed,Valid
28/09/2017 11:54:24,Assigned,,,212170093028,,2502730791,0261S19174,0,570,Currently boxed,Valid
