Date,State,Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Part still boxed ?,Invalid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307535,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307536,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307537,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307538,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307539,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307540,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307541,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307542,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307543,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307544,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307545,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307546,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307547,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307548,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307549,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307550,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307551,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307552,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307553,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307554,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307555,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307556,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307557,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307558,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307559,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307560,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307561,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307562,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307563,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307564,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307565,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307566,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307567,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307568,0261S19174,0,570,Currently boxed,Valid
5/10/2017 11:54,Assigned,102170039111,,012170093029,,5027307569,0261S19174,0,570,Currently boxed,Valid
