Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Packaging Date
102170037227,,024170118695,00000000000917734757,0602491285,0261S19174,0000,570,28/09/2017 02:59:59
102170037227,,024170118695,00000000000917734757,0602491289,0261S19174,0000,570,28/09/2017 02:59:59
102170037227,,024170118695,00000000000917734757,0602492357,0261S19174,0000,570,28/09/2017 02:59:59
102170037227,,024170118695,00000000000917734757,0602492370,0261S19174,0000,570,28/09/2017 02:59:59
102170037227,,024170118695,00000000000917734757,0602492381,0261S19174,0000,570,28/09/2017 02:59:59
102170037227,,024170118715,00000000000917734775,0503320631,0261S19174,0000,570,28/09/2017 02:55:42
102170037227,,024170118715,00000000000917734775,0503320659,0261S19174,0000,570,28/09/2017 02:55:42
102170037227,,024170118715,00000000000917734775,0503320932,0261S19174,0000,570,28/09/2017 02:55:42
102170037227,,024170118715,00000000000917734775,0602474742,0261S19174,0000,570,28/09/2017 02:55:42
102170037227,,024170118715,00000000000917734775,0602474745,0261S19174,0000,570,28/09/2017 02:55:42
102170037227,,024170118715,00000000000917734775,0602474751,0261S19174,0000,570,28/09/2017 02:55:42
102170037227,,024170118715,00000000000917734775,0602474753,0261S19174,0000,570,28/09/2017 02:55:42
102170037227,,024170118715,00000000000917734775,0602474756,0261S19174,0000,570,28/09/2017 02:55:42
102170037227,,024170118716,00000000000917734776,0503320618,0261S19174,0000,570,28/09/2017 02:57:00
102170037227,,024170118716,00000000000917734776,0503320619,0261S19174,0000,570,28/09/2017 02:57:00
102170037227,,024170118716,00000000000917734776,0503320622,0261S19174,0000,570,28/09/2017 02:57:00
102170037227,,024170118716,00000000000917734776,0503320623,0261S19174,0000,570,28/09/2017 02:57:00
102170037227,,024170118716,00000000000917734776,0503320633,0261S19174,0000,570,28/09/2017 02:57:00
102170037227,,024170118716,00000000000917734776,0503320634,0261S19174,0000,570,28/09/2017 02:57:00
102170037227,,024170118716,00000000000917734776,0503320654,0261S19174,0000,570,28/09/2017 02:57:00
102170037227,,024170118716,00000000000917734776,0503320933,0261S19174,0000,570,28/09/2017 02:57:00
102170037227,,024170118719,00000000000917734777,0503320621,0261S19174,0000,570,28/09/2017 02:58:31
102170037227,,024170118719,00000000000917734777,0503320630,0261S19174,0000,570,28/09/2017 02:58:31
102170037227,,024170118719,00000000000917734777,0503320635,0261S19174,0000,570,28/09/2017 02:58:31
102170037227,,024170118719,00000000000917734777,0503320647,0261S19174,0000,570,28/09/2017 02:58:31
102170037227,,024170118719,00000000000917734777,0503320658,0261S19174,0000,570,28/09/2017 02:58:31
102170037227,,024170118719,00000000000917734777,0503320930,0261S19174,0000,570,28/09/2017 02:58:31
102170037227,,024170118719,00000000000917734777,0503320931,0261S19174,0000,570,28/09/2017 02:58:31
102170037227,,024170118719,00000000000917734777,0503320935,0261S19174,0000,570,28/09/2017 02:58:31
102170037227,,024170118720,00000000000917734780,0602474631,0261S19174,0000,570,28/09/2017 03:00:11
102170037227,,024170118720,00000000000917734780,0602474642,0261S19174,0000,570,28/09/2017 03:00:11
102170037227,,024170118720,00000000000917734780,0602474741,0261S19174,0000,570,28/09/2017 03:00:11
102170037227,,024170118720,00000000000917734780,0602474743,0261S19174,0000,570,28/09/2017 03:00:11
102170037227,,024170118720,00000000000917734780,0602474747,0261S19174,0000,570,28/09/2017 03:00:11
102170037227,,024170118720,00000000000917734780,0602474755,0261S19174,0000,570,28/09/2017 03:00:11
102170037227,,024170118720,00000000000917734780,0602474765,0261S19174,0000,570,28/09/2017 03:00:11
102170037227,,024170118720,00000000000917734780,0602475027,0261S19174,0000,570,28/09/2017 03:00:11
102170037227,,024170118723,00000000000917734781,0602474739,0261S19174,0000,570,28/09/2017 02:57:15
102170037227,,024170118723,00000000000917734781,0602474740,0261S19174,0000,570,28/09/2017 02:57:15
102170037227,,024170118723,00000000000917734781,0602474748,0261S19174,0000,570,28/09/2017 02:57:15
102170037227,,024170118723,00000000000917734781,0602474749,0261S19174,0000,570,28/09/2017 02:57:15
102170037227,,024170118723,00000000000917734781,0602474750,0261S19174,0000,570,28/09/2017 02:57:15
102170037227,,024170118723,00000000000917734781,0602474759,0261S19174,0000,570,28/09/2017 02:57:15
102170037227,,024170118723,00000000000917734781,0602474766,0261S19174,0000,570,28/09/2017 02:57:15
102170037227,,024170118723,00000000000917734781,0602475028,0261S19174,0000,570,28/09/2017 02:57:15
