SCHED_DT,SCHED_HR,CUST_PART_NO,WIP_QTY,QTY
5-Aug-17,8,39103-03216,0,7
5-Aug-17,8,39103-03201,0,320
5-Aug-17,8,39103-03211,0,3
6-Aug-17,8,39103-03216,0,150
6-Aug-17,8,39103-03201,0,35
6-Aug-17,8,39103-03211,0,60
7-Aug-17,8,39103-03216,0,22
7-Aug-17,8,39103-03201,0,80
7-Aug-17,8,39103-03211,0,90
