SCHED_DT,SCHED_HR,CUST_PART_NO,CLOSE_STK,WIP_QTY,QTY
17-Nov-2017,00,39103-03249,5,0,0
17-Nov-2017,00,39101-03201,54,23,0
17-Nov-2017,6,39101-03201,0,0,2
17-Nov-2017,18,39101-03201,0,0,5
17-Nov-2017,20,39101-03201,0,0,10
18-Nov-2017,0,39101-03201,0,0,10
18-Nov-2017,2,39101-03201,0,0,5
19-Nov-2017,6,39101-03201,0,0,10
19-Nov-2017,8,39101-03201,0,0,11
19-Nov-2017,10,39101-03201,0,0,8
20-Nov-2017,2,39101-03201,0,0,2
20-Nov-2017,4,39101-03201,0,0,14
20-Nov-2017,6,39101-03201,0,0,14
20-Nov-2017,8,39101-03201,0,0,5
20-Nov-2017,12,39101-03201,0,0,4
20-Nov-2017,14,39101-03201,0,0,4
20-Nov-2017,16,39101-03201,0,0,4
20-Nov-2017,18,39101-03201,0,0,5
20-Nov-2017,20,39101-03201,0,0,4
21-Nov-2017,0,39101-03201,0,0,4
21-Nov-2017,2,39101-03201,0,0,5
21-Nov-2017,4,39101-03201,0,0,2
21-Nov-2017,6,39101-03201,0,0,3
21-Nov-2017,8,39101-03201,0,0,5
21-Nov-2017,12,39101-03201,0,0,5
21-Nov-2017,16,39101-03201,0,0,5
21-Nov-2017,18,39101-03201,0,0,3
21-Nov-2017,20,39101-03201,0,0,11
19-Nov-2017,2,39102-04466,0,0,20
19-Nov-2017,4,39102-04466,0,0,10
20-Nov-2017,10,39102-04466,0,0,5
17-Nov-2017,00,39103-03201,612,114,94
17-Nov-2017,6,39103-03201,0,0,42
17-Nov-2017,8,39103-03201,0,0,70
17-Nov-2017,10,39103-03201,0,0,72
17-Nov-2017,12,39103-03201,0,0,65
17-Nov-2017,14,39103-03201,0,0,65
17-Nov-2017,16,39103-03201,0,0,47
17-Nov-2017,18,39103-03201,0,0,49
17-Nov-2017,20,39103-03201,0,0,47
18-Nov-2017,0,39103-03201,0,0,44
18-Nov-2017,2,39103-03201,0,0,29
18-Nov-2017,4,39103-03201,0,0,50
18-Nov-2017,6,39103-03201,0,0,30
18-Nov-2017,8,39103-03201,0,0,40
18-Nov-2017,10,39103-03201,0,0,20
18-Nov-2017,12,39103-03201,0,0,68
18-Nov-2017,14,39103-03201,0,0,50
18-Nov-2017,16,39103-03201,0,0,51
18-Nov-2017,18,39103-03201,0,0,56
18-Nov-2017,20,39103-03201,0,0,71
19-Nov-2017,0,39103-03201,0,0,31
19-Nov-2017,2,39103-03201,0,0,17
19-Nov-2017,4,39103-03201,0,0,15
19-Nov-2017,6,39103-03201,0,0,47
19-Nov-2017,8,39103-03201,0,0,66
19-Nov-2017,10,39103-03201,0,0,60
19-Nov-2017,12,39103-03201,0,0,70
19-Nov-2017,14,39103-03201,0,0,71
19-Nov-2017,16,39103-03201,0,0,71
19-Nov-2017,18,39103-03201,0,0,71
19-Nov-2017,20,39103-03201,0,0,70
20-Nov-2017,0,39103-03201,0,0,55
20-Nov-2017,8,39103-03201,0,0,57
20-Nov-2017,10,39103-03201,0,0,78
20-Nov-2017,12,39103-03201,0,0,28
20-Nov-2017,14,39103-03201,0,0,24
20-Nov-2017,16,39103-03201,0,0,25
20-Nov-2017,18,39103-03201,0,0,25
20-Nov-2017,20,39103-03201,0,0,23
21-Nov-2017,0,39103-03201,0,0,25
21-Nov-2017,2,39103-03201,0,0,35
21-Nov-2017,4,39103-03201,0,0,34
21-Nov-2017,6,39103-03201,0,0,35
21-Nov-2017,8,39103-03201,0,0,36
21-Nov-2017,10,39103-03201,0,0,38
21-Nov-2017,12,39103-03201,0,0,35
21-Nov-2017,14,39103-03201,0,0,36
21-Nov-2017,16,39103-03201,0,0,37
21-Nov-2017,18,39103-03201,0,0,33
21-Nov-2017,20,39103-03201,0,0,29
17-Nov-2017,00,39103-03207,1,0,1
20-Nov-2017,12,39103-03207,0,0,3
20-Nov-2017,14,39103-03207,0,0,4
20-Nov-2017,16,39103-03207,0,0,3
20-Nov-2017,18,39103-03207,0,0,2
20-Nov-2017,20,39103-03207,0,0,3
21-Nov-2017,0,39103-03207,0,0,4
21-Nov-2017,2,39103-03207,0,0,2
21-Nov-2017,4,39103-03207,0,0,7
21-Nov-2017,8,39103-03207,0,0,8
21-Nov-2017,10,39103-03207,0,0,2
21-Nov-2017,12,39103-03207,0,0,5
21-Nov-2017,14,39103-03207,0,0,7
21-Nov-2017,16,39103-03207,0,0,1
21-Nov-2017,18,39103-03207,0,0,8
21-Nov-2017,20,39103-03207,0,0,5
20-Nov-2017,10,39103-03211,0,0,4
20-Nov-2017,12,39103-03211,0,0,1
17-Nov-2017,00,39103-03212,10,0,1
18-Nov-2017,6,39103-03212,0,0,6
19-Nov-2017,4,39103-03212,0,0,3
21-Nov-2017,2,39103-03212,0,0,1
20-Nov-2017,4,39103-03215,0,0,9
20-Nov-2017,6,39103-03215,0,0,71
20-Nov-2017,12,39103-03215,0,0,9
20-Nov-2017,14,39103-03215,0,0,9
20-Nov-2017,16,39103-03215,0,0,9
20-Nov-2017,18,39103-03215,0,0,9
20-Nov-2017,20,39103-03215,0,0,9
21-Nov-2017,0,39103-03215,0,0,9
21-Nov-2017,2,39103-03215,0,0,13
21-Nov-2017,4,39103-03215,0,0,15
21-Nov-2017,6,39103-03215,0,0,16
21-Nov-2017,8,39103-03215,0,0,15
21-Nov-2017,10,39103-03215,0,0,14
21-Nov-2017,12,39103-03215,0,0,15
21-Nov-2017,14,39103-03215,0,0,16
21-Nov-2017,16,39103-03215,0,0,15
21-Nov-2017,18,39103-03215,0,0,14
21-Nov-2017,20,39103-03215,0,0,12
20-Nov-2017,8,39103-03216,0,0,6
17-Nov-2017,00,39103-03237,204,41,14
17-Nov-2017,6,39103-03237,0,0,20
17-Nov-2017,8,39103-03237,0,0,10
17-Nov-2017,12,39103-03237,0,0,2
17-Nov-2017,14,39103-03237,0,0,7
17-Nov-2017,16,39103-03237,0,0,3
18-Nov-2017,2,39103-03237,0,0,20
18-Nov-2017,4,39103-03237,0,0,20
18-Nov-2017,6,39103-03237,0,0,12
18-Nov-2017,8,39103-03237,0,0,30
18-Nov-2017,10,39103-03237,0,0,13
19-Nov-2017,0,39103-03237,0,0,40
19-Nov-2017,2,39103-03237,0,0,33
19-Nov-2017,4,39103-03237,0,0,7
19-Nov-2017,6,39103-03237,0,0,20
20-Nov-2017,0,39103-03237,0,0,16
20-Nov-2017,2,39103-03237,0,0,72
20-Nov-2017,4,39103-03237,0,0,2
20-Nov-2017,12,39103-03237,0,0,13
