SCHED_DT,SCHED_HR,CUST_PART_NO,WIP_QTY,QTY
16-Aug-17,8,39103-03216,3,7
16-Aug-17,8,39103-03201,20,320
16-Aug-17,8,39103-03211,5,3
17-Aug-17,8,39103-03216,0,150
17-Aug-17,8,39103-03201,0,35
17-Aug-17,8,39103-03211,0,60
18-Aug-17,8,39103-03216,0,22
18-Aug-17,8,39103-03201,0,80
18-Aug-17,8,39103-03211,0,90
