SCHED_DT,SCHED_HR,CUST_PART_NO,WIP_QTY,QTY
19-Aug-17,8,39103-03216,3,7
19-Aug-17,8,39103-03201,20,320
19-Aug-17,8,39103-03211,5,3
20-Aug-17,8,39103-03216,0,150
20-Aug-17,8,39103-03201,0,35
20-Aug-17,8,39103-03211,0,60
21-Aug-17,8,39103-03216,0,22
21-Aug-17,8,39103-03201,0,80
21-Aug-17,8,39103-03211,0,90
