SCHED_DT,SCHED_HR,CUST_PART_NO,WIP_QTY,QTY
17-Aug-17,8,39103-03216,3,7
17-Aug-17,8,39103-03201,20,320
17-Aug-17,8,39103-03211,5,3
18-Aug-17,8,39103-03216,0,150
18-Aug-17,8,39103-03201,0,35
18-Aug-17,8,39103-03211,0,60
19-Aug-17,8,39103-03216,0,22
19-Aug-17,8,39103-03201,0,80
19-Aug-17,8,39103-03211,0,90
