SCHED_DT,SCHED_HR,CUST_PART_NO,WIP_QTY,QTY
14-Sep-17,8,39103-03201,3,300
14-Sep-17,8,39103-03202,20,320
14-Sep-17,8,39103-03203,5,3
15-Sep-17,8,39103-03201,0,650
15-Sep-17,8,39103-03202,0,35
15-Sep-17,8,39103-03203,0,60
16-Sep-17,8,39103-03201,0,422
16-Sep-17,8,39103-03202,0,80
16-Sep-17,8,39103-03203,0,90
