SCHED_DT,SCHED_HR,CUST_PART_NO,WIP_QTY,QTY
31-Aug-17,8,39103-03216,3,7
31-Aug-17,8,39103-03201,20,320
31-Aug-17,8,39103-03211,5,3
1-Sep-17,8,39103-03216,0,150
1-Sep-17,8,39103-03201,0,35
1-Sep-17,8,39103-03211,0,60
2-Sep-17,8,39103-03216,0,22
2-Sep-17,8,39103-03201,0,80
2-Sep-17,8,39103-03211,0,90
