SCHED_DT,SCHED_HR,CUST_PART_NO,CLOSE_STK,WIP_QTY,QTY
03-Nov-2017,20,39103-03207,0,0,5
02-Nov-2017,10,39103-03211,0,0,4
02-Nov-2017,12,39103-03211,0,0,1
30-Oct-2017,00,39103-03212,10,0,1
31-Oct-2017,6,39103-03212,0,0,6
01-Nov-2017,4,39103-03212,0,0,3
03-Nov-2017,2,39103-03212,0,0,1
02-Nov-2017,4,39103-03215,0,0,9
02-Nov-2017,6,39103-03215,0,0,71
02-Nov-2017,12,39103-03215,0,0,9
02-Nov-2017,14,39103-03215,0,0,9
02-Nov-2017,16,39103-03215,0,0,9
02-Nov-2017,18,39103-03215,0,0,9
02-Nov-2017,20,39103-03215,0,0,9
03-Nov-2017,0,39103-03215,0,0,9
03-Nov-2017,2,39103-03215,0,0,13
03-Nov-2017,4,39103-03215,0,0,15
03-Nov-2017,6,39103-03215,0,0,16
03-Nov-2017,8,39103-03215,0,0,15
03-Nov-2017,10,39103-03215,0,0,14
03-Nov-2017,12,39103-03215,0,0,15
03-Nov-2017,14,39103-03215,0,0,16
03-Nov-2017,16,39103-03215,0,0,15
03-Nov-2017,18,39103-03215,0,0,14
03-Nov-2017,20,39103-03215,0,0,12
02-Nov-2017,8,39103-03216,0,0,6
30-Oct-2017,00,39103-03237,204,41,14
30-Oct-2017,6,39103-03237,0,0,20
30-Oct-2017,8,39103-03237,0,0,10
30-Oct-2017,12,39103-03237,0,0,2
30-Oct-2017,14,39103-03237,0,0,7
30-Oct-2017,16,39103-03237,0,0,3
31-Oct-2017,2,39103-03237,0,0,20
31-Oct-2017,4,39103-03237,0,0,20
31-Oct-2017,6,39103-03237,0,0,12
31-Oct-2017,8,39103-03237,0,0,30
31-Oct-2017,10,39103-03237,0,0,13
01-Nov-2017,0,39103-03237,0,0,40
01-Nov-2017,2,39103-03237,0,0,33
01-Nov-2017,4,39103-03237,0,0,7
01-Nov-2017,6,39103-03237,0,0,20
02-Nov-2017,0,39103-03237,0,0,16
02-Nov-2017,2,39103-03237,0,0,72
02-Nov-2017,4,39103-03237,0,0,2
02-Nov-2017,12,39103-03237,0,0,13
02-Nov-2017,14,39103-03237,0,0,14
02-Nov-2017,16,39103-03237,0,0,14
02-Nov-2017,18,39103-03237,0,0,13
02-Nov-2017,20,39103-03237,0,0,14
03-Nov-2017,0,39103-03237,0,0,14
03-Nov-2017,2,39103-03237,0,0,11
03-Nov-2017,4,39103-03237,0,0,9
03-Nov-2017,6,39103-03237,0,0,11
03-Nov-2017,8,39103-03237,0,0,10
03-Nov-2017,10,39103-03237,0,0,9
03-Nov-2017,12,39103-03237,0,0,10
03-Nov-2017,14,39103-03237,0,0,10
03-Nov-2017,16,39103-03237,0,0,10
03-Nov-2017,18,39103-03237,0,0,8
03-Nov-2017,20,39103-03237,0,0,2
02-Nov-2017,12,39103-03243,0,0,7
02-Nov-2017,14,39103-03243,0,0,7
02-Nov-2017,16,39103-03243,0,0,7
02-Nov-2017,18,39103-03243,0,0,6
02-Nov-2017,20,39103-03243,0,0,7
03-Nov-2017,0,39103-03243,0,0,7
03-Nov-2017,2,39103-03243,0,0,1
03-Nov-2017,4,39103-03243,0,0,7
03-Nov-2017,6,39103-03243,0,0,7
03-Nov-2017,8,39103-03243,0,0,1
03-Nov-2017,10,39103-03243,0,0,9
03-Nov-2017,14,39103-03243,0,0,8
03-Nov-2017,16,39103-03243,0,0,4
03-Nov-2017,18,39103-03243,0,0,5
03-Nov-2017,20,39103-03243,0,0,6
30-Oct-2017,00,39103-03247,2,0,0
30-Oct-2017,18,39103-03247,0,0,2
02-Nov-2017,8,39103-03247,0,0,1
30-Oct-2017,00,39103-03248,32,0,1
30-Oct-2017,18,39103-03248,0,0,6
30-Oct-2017,20,39103-03248,0,0,22
01-Nov-2017,4,39103-03248,0,0,3
02-Nov-2017,18,39103-03248,0,0,1
30-Oct-2017,00,39103-03251,60,0,0
30-Oct-2017,12,39103-03251,0,0,5
30-Oct-2017,16,39103-03251,0,0,20
30-Oct-2017,18,39103-03251,0,0,12
31-Oct-2017,6,39103-03251,0,0,20
31-Oct-2017,12,39103-03251,0,0,6
31-Oct-2017,14,39103-03251,0,0,27
31-Oct-2017,16,39103-03251,0,0,22
31-Oct-2017,18,39103-03251,0,0,23
31-Oct-2017,20,39103-03251,0,0,10
01-Nov-2017,4,39103-03251,0,0,29
01-Nov-2017,6,39103-03251,0,0,3
01-Nov-2017,8,39103-03251,0,0,6
02-Nov-2017,4,39103-03251,0,0,60
02-Nov-2017,8,39103-03251,0,0,6
02-Nov-2017,10,39103-03251,0,0,11
03-Nov-2017,18,39103-03251,0,0,2
03-Nov-2017,20,39103-03251,0,0,10
30-Oct-2017,00,39103-03274,127,10,2
30-Oct-2017,6,39103-03274,0,0,2
30-Oct-2017,10,39103-03274,0,0,4
30-Oct-2017,12,39103-03274,0,0,10
30-Oct-2017,14,39103-03274,0,0,8
30-Oct-2017,16,39103-03274,0,0,8
30-Oct-2017,18,39103-03274,0,0,5
31-Oct-2017,2,39103-03274,0,0,5
31-Oct-2017,4,39103-03274,0,0,10
31-Oct-2017,6,39103-03274,0,0,9
31-Oct-2017,8,39103-03274,0,0,8
31-Oct-2017,10,39103-03274,0,0,24
31-Oct-2017,20,39103-03274,0,0,2
01-Nov-2017,0,39103-03274,0,0,12
01-Nov-2017,2,39103-03274,0,0,9
01-Nov-2017,4,39103-03274,0,0,9
01-Nov-2017,6,39103-03274,0,0,2
