SCHED_DT,SCHED_HR,CUST_PART_NO,CLOSE_STK,WIP_QTY,QTY
30-Oct-2017,00,39103-03249,5,0,0
30-Oct-2017,00,39101-03201,54,23,0
30-Oct-2017,6,39101-03201,0,0,2
30-Oct-2017,18,39101-03201,0,0,5
30-Oct-2017,20,39101-03201,0,0,10
31-Oct-2017,0,39101-03201,0,0,10
31-Oct-2017,2,39101-03201,0,0,5
01-Nov-2017,6,39101-03201,0,0,10
01-Nov-2017,8,39101-03201,0,0,11
01-Nov-2017,10,39101-03201,0,0,8
02-Nov-2017,2,39101-03201,0,0,2
02-Nov-2017,4,39101-03201,0,0,14
02-Nov-2017,6,39101-03201,0,0,14
02-Nov-2017,8,39101-03201,0,0,5
02-Nov-2017,12,39101-03201,0,0,4
02-Nov-2017,14,39101-03201,0,0,4
02-Nov-2017,16,39101-03201,0,0,4
02-Nov-2017,18,39101-03201,0,0,5
02-Nov-2017,20,39101-03201,0,0,4
03-Nov-2017,0,39101-03201,0,0,4
03-Nov-2017,2,39101-03201,0,0,5
03-Nov-2017,4,39101-03201,0,0,2
03-Nov-2017,6,39101-03201,0,0,3
03-Nov-2017,8,39101-03201,0,0,5
03-Nov-2017,12,39101-03201,0,0,5
03-Nov-2017,16,39101-03201,0,0,5
03-Nov-2017,18,39101-03201,0,0,3
03-Nov-2017,20,39101-03201,0,0,11
01-Nov-2017,2,39102-04466,0,0,20
01-Nov-2017,4,39102-04466,0,0,10
02-Nov-2017,10,39102-04466,0,0,5
30-Oct-2017,00,39103-03201,612,114,94
30-Oct-2017,6,39103-03201,0,0,42
30-Oct-2017,8,39103-03201,0,0,70
30-Oct-2017,10,39103-03201,0,0,72
30-Oct-2017,12,39103-03201,0,0,65
30-Oct-2017,14,39103-03201,0,0,65
30-Oct-2017,16,39103-03201,0,0,47
30-Oct-2017,18,39103-03201,0,0,49
30-Oct-2017,20,39103-03201,0,0,47
31-Oct-2017,0,39103-03201,0,0,44
31-Oct-2017,2,39103-03201,0,0,29
31-Oct-2017,4,39103-03201,0,0,50
31-Oct-2017,6,39103-03201,0,0,30
31-Oct-2017,8,39103-03201,0,0,40
31-Oct-2017,10,39103-03201,0,0,20
31-Oct-2017,12,39103-03201,0,0,68
31-Oct-2017,14,39103-03201,0,0,50
31-Oct-2017,16,39103-03201,0,0,51
31-Oct-2017,18,39103-03201,0,0,56
31-Oct-2017,20,39103-03201,0,0,71
01-Nov-2017,0,39103-03201,0,0,31
01-Nov-2017,2,39103-03201,0,0,17
01-Nov-2017,4,39103-03201,0,0,15
01-Nov-2017,6,39103-03201,0,0,47
01-Nov-2017,8,39103-03201,0,0,66
01-Nov-2017,10,39103-03201,0,0,60
01-Nov-2017,12,39103-03201,0,0,70
01-Nov-2017,14,39103-03201,0,0,71
01-Nov-2017,16,39103-03201,0,0,71
01-Nov-2017,18,39103-03201,0,0,71
01-Nov-2017,20,39103-03201,0,0,70
02-Nov-2017,0,39103-03201,0,0,55
02-Nov-2017,8,39103-03201,0,0,57
02-Nov-2017,10,39103-03201,0,0,78
02-Nov-2017,12,39103-03201,0,0,28
02-Nov-2017,14,39103-03201,0,0,24
02-Nov-2017,16,39103-03201,0,0,25
02-Nov-2017,18,39103-03201,0,0,25
02-Nov-2017,20,39103-03201,0,0,23
03-Nov-2017,0,39103-03201,0,0,25
03-Nov-2017,2,39103-03201,0,0,35
03-Nov-2017,4,39103-03201,0,0,34
03-Nov-2017,6,39103-03201,0,0,35
03-Nov-2017,8,39103-03201,0,0,36
03-Nov-2017,10,39103-03201,0,0,38
03-Nov-2017,12,39103-03201,0,0,35
03-Nov-2017,14,39103-03201,0,0,36
03-Nov-2017,16,39103-03201,0,0,37
03-Nov-2017,18,39103-03201,0,0,33
03-Nov-2017,20,39103-03201,0,0,29
30-Oct-2017,00,39103-03207,1,0,1
02-Nov-2017,12,39103-03207,0,0,3
02-Nov-2017,14,39103-03207,0,0,4
02-Nov-2017,16,39103-03207,0,0,3
02-Nov-2017,18,39103-03207,0,0,2
02-Nov-2017,20,39103-03207,0,0,3
03-Nov-2017,0,39103-03207,0,0,4
03-Nov-2017,2,39103-03207,0,0,2
03-Nov-2017,4,39103-03207,0,0,7
03-Nov-2017,8,39103-03207,0,0,8
03-Nov-2017,10,39103-03207,0,0,2
03-Nov-2017,12,39103-03207,0,0,5
03-Nov-2017,14,39103-03207,0,0,7
03-Nov-2017,16,39103-03207,0,0,1
03-Nov-2017,18,39103-03207,0,0,8
