SCHED_DT,SCHED_HR,CUST_PART_NO,WIP_QTY,QTY
8-Aug-17,8,39103-03216,3,7
8-Aug-17,8,39103-03201,20,320
8-Aug-17,8,39103-03211,5,3
9-Aug-17,8,39103-03216,0,150
9-Aug-17,8,39103-03201,0,35
9-Aug-17,8,39103-03211,0,60
10-Aug-17,8,39103-03216,0,22
10-Aug-17,8,39103-03201,0,80
10-Aug-17,8,39103-03211,0,90
