SCHED_DT,SCHED_HR,CUST_PART_NO,CLOSE_STK,WIP_QTY,QTY
20-Jan-2018,14,39103-03201,0,0,20
20-Jan-2018,16,39103-03201,0,0,32
20-Jan-2018,18,39103-03201,0,0,53
20-Jan-2018,20,39103-03201,0,0,25
21-Jan-2018,0,39103-03201,0,0,50
21-Jan-2018,2,39103-03201,0,0,40
21-Jan-2018,4,39103-03201,0,0,24
22-Jan-2018,6,39103-03201,0,0,12
22-Jan-2018,10,39103-03201,0,0,7
22-Jan-2018,12,39103-03201,0,0,58
22-Jan-2018,14,39103-03201,0,0,57
22-Jan-2018,16,39103-03201,0,0,46
22-Jan-2018,18,39103-03201,0,0,71
22-Jan-2018,20,39103-03201,0,0,65
18-Jan-2018,00,39103-03203,22,1,1
18-Jan-2018,6,39103-03203,0,0,4
18-Jan-2018,8,39103-03203,0,0,3
18-Jan-2018,10,39103-03203,0,0,11
18-Jan-2018,12,39103-03203,0,0,1
18-Jan-2018,14,39103-03203,0,0,1
21-Jan-2018,4,39103-03203,0,0,5
22-Jan-2018,12,39103-03203,0,0,2
22-Jan-2018,14,39103-03203,0,0,1
22-Jan-2018,16,39103-03203,0,0,3
20-Jan-2018,12,39103-03205,0,0,1
20-Jan-2018,16,39103-03205,0,0,20
21-Jan-2018,0,39103-03205,0,0,20
21-Jan-2018,4,39103-03205,0,0,20
22-Jan-2018,8,39103-03207,0,0,6
22-Jan-2018,8,39103-03211,0,0,3
22-Jan-2018,8,39103-03212,0,0,35
22-Jan-2018,10,39103-03212,0,0,5
18-Jan-2018,00,39103-03215,225,51,32
18-Jan-2018,6,39103-03215,0,0,7
18-Jan-2018,8,39103-03215,0,0,12
18-Jan-2018,10,39103-03215,0,0,2
18-Jan-2018,12,39103-03215,0,0,2
18-Jan-2018,14,39103-03215,0,0,9
19-Jan-2018,4,39103-03215,0,0,20
19-Jan-2018,6,39103-03215,0,0,20
19-Jan-2018,8,39103-03215,0,0,20
19-Jan-2018,10,39103-03215,0,0,20
19-Jan-2018,12,39103-03215,0,0,20
18-Jan-2018,00,39103-03237,159,56,8
18-Jan-2018,6,39103-03237,0,0,4
18-Jan-2018,8,39103-03237,0,0,2
18-Jan-2018,10,39103-03237,0,0,2
18-Jan-2018,14,39103-03237,0,0,6
18-Jan-2018,18,39103-03237,0,0,15
18-Jan-2018,20,39103-03237,0,0,15
19-Jan-2018,0,39103-03237,0,0,15
19-Jan-2018,2,39103-03237,0,0,10
19-Jan-2018,4,39103-03237,0,0,18
19-Jan-2018,6,39103-03237,0,0,12
19-Jan-2018,8,39103-03237,0,0,27
19-Jan-2018,10,39103-03237,0,0,11
19-Jan-2018,12,39103-03237,0,0,11
20-Jan-2018,10,39103-03237,0,0,10
22-Jan-2018,6,39103-03237,0,0,1
22-Jan-2018,8,39103-03237,0,0,4
22-Jan-2018,20,39103-03237,0,0,1
20-Jan-2018,12,39103-03241,0,0,7
18-Jan-2018,00,39103-03243,73,5,4
18-Jan-2018,6,39103-03243,0,0,26
18-Jan-2018,8,39103-03243,0,0,31
18-Jan-2018,10,39103-03243,0,0,4
18-Jan-2018,12,39103-03243,0,0,1
18-Jan-2018,00,39103-03244,1,0,0
18-Jan-2018,00,39103-03245,2,2,0
18-Jan-2018,00,39103-03246,6,3,0
18-Jan-2018,8,39103-03246,0,0,1
18-Jan-2018,00,39103-03248,19,0,1
20-Jan-2018,0,39103-03248,0,0,9
20-Jan-2018,6,39103-03248,0,0,9
22-Jan-2018,10,39103-03248,0,0,1
18-Jan-2018,20,39103-03250,0,0,1
18-Jan-2018,00,39103-03251,72,0,0
18-Jan-2018,10,39103-03251,0,0,11
18-Jan-2018,12,39103-03251,0,0,18
18-Jan-2018,14,39103-03251,0,0,17
18-Jan-2018,16,39103-03251,0,0,24
19-Jan-2018,14,39103-03251,0,0,20
19-Jan-2018,16,39103-03251,0,0,20
19-Jan-2018,18,39103-03251,0,0,20
19-Jan-2018,20,39103-03251,0,0,20
20-Jan-2018,0,39103-03251,0,0,20
20-Jan-2018,2,39103-03251,0,0,20
20-Jan-2018,4,39103-03251,0,0,20
20-Jan-2018,6,39103-03251,0,0,20
20-Jan-2018,8,39103-03251,0,0,10
20-Jan-2018,12,39103-03251,0,0,2
20-Jan-2018,14,39103-03251,0,0,11
20-Jan-2018,18,39103-03251,0,0,19
20-Jan-2018,20,39103-03251,0,0,21
21-Jan-2018,2,39103-03251,0,0,19
22-Jan-2018,6,39103-03251,0,0,20
22-Jan-2018,8,39103-03251,0,0,18
